rep_SCHWEIKERT	4383	0
rep_WHITE	548	0
rep_MICHAEL OXLEY	388	0
FINANCIAL MARKETS ASSOCIATION	1815	0
rep_CASE	1773	0
rep_REGULA	423	0
rep_ESHOO	154	0
THOMSON REUTERS	4774	0
BIOTECHNOLOGY INDUSTRY ORGANIZATION	747	0
LIMITS	10860	0
NEW YORK STOCK EXCHANGE	3725	0
rep_OBAMA	2631	0
NATIONAL VENTURE CAPITAL ASSOCIATION	3540	0
rep_JAMES MCGOVERN	340	1
rep_WOOLSEY	554	1
rep_JO DAVIS	1246	1
rep_JACKSON	255	1
rep_FILNER	168	1
rep_SUSAN DAVIS	1814	1
rep_DAVIS	1813	1
rep_DAVIS	1809	1
rep_LEE	305	1
rep_HINCHEY	231	1
rep_HINCHEY	1920	1
rep_DAVIS	2937	1
rep_CHRISTOPHER LEE	3665	1
rep_DAVIS	2372	1
rep_SUSAN DAVIS	1247	1
rep_RAUL GRIJALVA	1899	1
rep_LEE	4216	1
rep_MCDERMOTT	339	1
rep_DAVIS	120	1
rep_DAVIS	119	1
rep_DANNY DAVIS	118	1
rep_FILNER	1864	1
RUTGERS	9970	2
UNITED STATES	8058	2
rep_WEST	4454	2
rep_BOBBY RUSH	444	2
rep_MCINTYRE	345	3
rep_EDWARD KENNEDY	272	3
rep_JOSEPH KENNEDY	273	3
rep_PATRICK KENNEDY	274	3
rep_DALE KILDEE	278	3
rep_CRAIG	107	3
LIFE LEGAL DEFENSE FOUNDATION	2686	3
rep_BRALEY	2863	3
rep_TIAHRT	519	3
rep_ISSA	1377	3
rep_JOHN PORTER	409	3
rep_MARKEY	3692	3
rep_DALE KILDEE	1968	3
rep_KENNEDY	1965	3
EAGLE FORUM	1615	3
rep_PRICE	412	3
rep_RAHALL	418	3
rep_DAVID OBEY	384	3
rep_RALPH HALL	1904	3
rep_KENNEDY	1399	3
rep_ETHERIDGE	155	3
rep_ISSA	1943	3
rep_PENCE	1520	3
rep_CHARLES RANGEL	420	3
rep_PENCE	2091	3
rep_HALL	3022	3
rep_VERNON EHLERS	147	3
rep_ROE	3796	3
rep_TONKO	3877	3
rep_LUIS GUTIERREZ	209	3
rep_SHEA-PORTER	3274	3
rep_LONG	4226	3
WOMEN	10223	3
PLANNED PARENTHOOD	4082	3
TRADITIONAL VALUES COALITION	4798	3
rep_TONY HALL	214	3
rep_RALPH HALL	213	3
rep_DOGGETT	2392	3
INDIANA	7376	3
rep_CARNAHAN	1203	3
rep_SNYDER	488	3
rep_SARBANES	3256	3
rep_ABERCROMBIE	0	3
rep_LOEBSACK	3117	3
rep_MARK SOUDER	490	3
rep_DORIS MATSUI	2576	3
LIFE ISSUES INSTITUTE	10499	3
rep_LOFGREN	316	3
rep_PORTER	2100	3
rep_PAUL HODES	3041	3
rep_CROWLEY	673	3
rep_ADAM PUTNAM	1533	3
rep_PLATTS	1527	3
rep_BLACK	3956	3
rep_MARCIA FUDGE	3553	3
rep_MARK SOUDER	2176	3
PUERTO RICO	7708	3
rep_MICHAEL CAPUANO	641	3
rep_ROBERT MATSUI	331	3
rep_PRICE	2659	3
rep_DOGGETT	135	3
rep_PAUL SARBANES	454	3
rep_MAZIE HIRONO	3039	3
rep_MARKEY	328	3
rep_CARNAHAN	2331	3
rep_LARSEN	1422	3
rep_ELIJAH CUMMINGS	112	3
LIBERTY COUNSEL	2675	3
rep_COURTNEY	2924	3
rep_LOUISE SLAUGHTER	477	3
rep_JOHNSON	1390	4
rep_JOHNSON	4176	4
rep_JOHNSON	4173	4
rep_NANCY JOHNSON	1953	4
rep_JOHNSON	3064	4
rep_JOHNSON	263	4
rep_NANCY JOHNSON	262	4
rep_JOHNSON	261	4
rep_EDDIE JOHNSON	260	4
rep_JOHNSON	264	4
rep_JOHN	259	4
rep_HEATHER WILSON	551	5
rep_PAUL	396	5
rep_CHARLES BOUSTANY	2300	5
rep_WILSON	3353	5
rep_STEVEN KING	1972	5
rep_ROGERS	1554	5
rep_ROGERS	435	5
rep_SMITH	484	5
rep_SMITH	483	5
rep_GORDON SMITH	482	5
rep_SMITH	481	5
rep_SMITH	480	5
rep_PAUL	4304	5
rep_SMITH	3285	5
rep_WILSON	1674	5
rep_WILSON	4459	5
rep_MIKE ROGERS	2125	5
rep_KING	282	5
rep_SMITH	485	5
rep_SMITH	478	5
rep_SMITH	479	5
rep_KUCINICH	290	6
rep_CONYERS	100	6
rep_CANDICE MILLER	2043	6
rep_LEWIS	1998	6
rep_BROWN	2867	6
rep_ISRAEL	1376	6
rep_ELEANOR NORTON	379	6
rep_NADLER	372	6
rep_DONALD PAYNE	398	6
rep_GREEN	2452	6
rep_FRANK	176	6
rep_CAPPS	1765	6
rep_WAXMAN	541	6
rep_WEXLER	546	6
rep_MORAN	364	6
rep_MORAN	363	6
rep_MILLER	2044	6
rep_MILLER	2042	6
rep_FARR	162	6
rep_CARSON	1771	6
rep_BROWN	55	6
rep_BROWN	57	6
rep_GEORGE BROWN	56	6
rep_ALCEE HASTINGS	220	6
rep_ELIOT ENGEL	150	6
rep_TOWNS	523	6
rep_SCHAKOWSKY	1014	6
rep_WAXMAN	2228	6
rep_HOLT	795	6
rep_HOWARD BERMAN	1715	6
rep_GREEN	206	6
rep_HASTINGS	221	6
rep_SANCHEZ	2140	6
rep_TIMOTHY BISHOP	1723	6
rep_BISHOP	1721	6
rep_CARSON	2893	6
rep_MCCOLLUM	1458	6
rep_BALDWIN	579	6
rep_WILLIAM ROTH	439	6
rep_MOORE	919	6
rep_MILLER	914	6
rep_MILLER	912	6
rep_MOORE	2609	6
rep_BRAD CARSON	1205	6
rep_MILLER	1479	6
rep_HOWARD BERMAN	29	6
rep_CAPPS	76	6
rep_CARSON	78	6
rep_MILLER	358	6
rep_DONALD PAYNE	4307	6
rep_NITA LOWEY	318	6
rep_LEWIS	310	6
rep_BISHOP	35	6
rep_GREEN	764	6
rep_MCCARTHY	3137	6
rep_LEWIS	308	6
rep_LEWIS	309	6
rep_SANCHEZ	2139	6
rep_BROWN	3428	6
rep_BERKLEY	594	6
rep_SANCHEZ	449	6
rep_STEVEN ROTHMAN	440	6
rep_MCCOLLUM	335	6
rep_MCCARTHY	334	6
rep_MCCARTHY	333	6
rep_CAROLYN MALONEY	324	6
rep_MALONEY	325	6
rep_ROSA DELAURO	125	6
rep_MORAN	4275	6
rep_JOSE SERRANO	463	6
rep_MILLER	357	6
rep_BROWN	1181	6
rep_GEORGE VOINOVICH	1091	7
rep_FLAKE	1866	8
PENNSYLVANIA IMMIGRATION RESOURCE CENTER	4027	8
rep_FAZIO	165	8
rep_FEINSTEIN	167	8
FREEDOM FORUM	11384	8
rep_DAVID MCINTOSH	344	8
rep_MCKEON	346	8
rep_MCKINNEY	347	8
rep_MCHALE	341	8
rep_JOHN MCHUGH	342	8
rep_MCINNIS	343	8
rep_MICHAEL MCNULTY	348	8
rep_MEEHAN	349	8
PARENTS TELEVISION COUNCIL	3991	8
rep_CANSECO	3990	8
THE AMERICAN LEGION	6150	8
CITGO	6152	8
UNITED STEELWORKERS	6157	8
rep_BURR	2314	8
rep_LARGENT	298	8
rep_LATHAM	299	8
rep_MARY LANDRIEU	296	8
rep_LANTOS	297	8
rep_LAHOOD	294	8
rep_LAMPSON	295	8
rep_JOHN LAFALCE	293	8
NORTH COAST RIVERS ALLIANCE	3773	8
rep_PINGREE	3770	8
rep_POSEY	3776	8
rep_POLIS	3774	8
SURFRIDER FOUNDATION	4655	8
rep_KEMPTHORNE	271	8
rep_BARBARA KENNELLY	275	8
rep_KERREY	276	8
rep_KERRY	277	8
rep_CAROLYN KILPATRICK	279	8
FERTILIZER INSTITUTE	12019	8
INFORMATION TECHNOLOGY INDUSTRY COUNCIL	2260	8
INNOCENCE PROJECT	2266	8
rep_BARROW	2265	8
rep_LOUIS GOHMERT	2443	8
AMERICAN POSTAL WORKERS UNION	9524	8
MENTAL HEALTH ASSOCIATION	7867	8
rep_BOSWELL	47	8
rep_CRAMER	108	8
rep_CRANE	109	8
rep_COOKSEY	102	8
rep_JERRY COSTELLO	103	8
rep_COOK	101	8
rep_WILLIAM COYNE	106	8
rep_COVERDELL	104	8
TRANSPORTATION INTERMEDIARIES ASSOCIATION	4811	8
TRANSPORTATION INSTITUTE	4810	8
TRIBUNE	4817	8
PUBLIC JUSTICE	4815	8
TRINITY UNITED METHODIST CHURCH	4818	8
MILITARY COALITION	10635	8
AMERICAN CHEMICAL SOCIETY	6373	8
VIRGINIA MANUFACTURERS ASSOCIATION	10631	8
rep_FOSTER	2993	8
UNITARIAN UNIVERSALIST ASSOCIATION	4843	8
SAS	7787	8
NATIONAL RIFLE ASSOCIATION	3515	8
rep_DJOU	3514	8
rep_BEGICH	3391	8
RURAL EDUCATION ASSOCIATION	6808	8
rep_CARNEY	3998	8
rep_CONRAD	99	8
rep_GARY CONDIT	98	8
rep_COATS	91	8
rep_JAMES CLYBURN	90	8
rep_COBURN	93	8
rep_COBLE	92	8
rep_COLLINS	95	8
rep_COCHRAN	94	8
rep_COMBEST	97	8
rep_SUSAN COLLINS	96	8
rep_LATOURETTE	1991	8
rep_LATHAM	1990	8
MUSCULAR DYSTROPHY ASSOCIATION	10091	8
EATON	1620	8
rep_EDWIN PERLMUTTER	3203	8
NATIONAL GROCERS ASSOCIATION	10096	8
GRASSROOTS INTERNATIONAL	1999	8
EDISON ELECTRIC INSTITUTE	1629	8
NATIONAL TAXPAYERS UNION	3535	8
rep_NANCY BOYDA	2860	8
MENTAL HEALTH AMERICA	2862	8
rep_BROUN	2864	8
rep_SIDNEY YATES	558	8
rep_WYDEN	555	8
rep_ALBERT WYNN	556	8
rep_WICKER	550	8
rep_WOLF	553	8
rep_WISE	552	8
rep_LYNN WESTMORELAND	3348	8
NATIONAL DISABILITY RIGHTS NETWORK	3342	8
rep_WEBB	3343	8
NATIONAL DEFENSE INDUSTRIAL ASSOCIATION	3340	8
NATIONAL DISTRICT ATTORNEYS ASSOCIATION	3344	8
rep_WELCH	3345	8
rep_CALVERT	1758	8
rep_BUYER	1755	8
rep_G BUTTERFIELD	1754	8
rep_BURTON	1753	8
EXXON	1750	8
rep_MCKINLEY	4259	8
rep_BOOZMAN	1171	8
REAL ESTATE ROUNDTABLE	4252	8
NISQUALLY INDIAN TRIBE	6979	8
rep_ENSIGN	1281	8
rep_DEMINT	689	8
rep_SCHROCK	1577	8
rep_SCHIFF	1576	8
BANK ONE	682	8
PUBLIC ADVOCATES INC	4188	8
NATIONAL CABLE TELEVISION ASSOCIATION	8540	8
rep_SCOTT	4387	8
rep_SCOTT	4384	8
CONSTITUTION PROJECT	1371	8
rep_SANDERS	450	8
rep_OWEN PICKETT	405	8
rep_PICKERING	404	8
CONSUMER ALERT	1375	8
CONSUMER ACTION	1374	8
CONSUMER ELECTRONICS ASSOCIATION	1379	8
CONSUMER DATA INDUSTRY ASSOCIATION	1378	8
rep_POMEROY	408	8
rep_SHAHEEN	3835	8
NATIONAL MEDICAL ASSOCIATION	3452	8
PENNSYLVANIA PUBLIC UTILITY COMMISSION	4034	8
rep_CRAVAACK	4037	8
rep_CRAWFORD	4038	8
rep_ANNE NORTHUP	378	8
rep_MYRICK	370	8
rep_RICHARD NEAL	373	8
rep_MARK NEUMANN	375	8
rep_GEORGE NETHERCUTT	374	8
rep_NICKLES	377	8
rep_NEY	376	8
rep_PARKER	393	8
rep_PAPPAS	392	8
rep_PALLONE	391	8
rep_PACKARD	390	8
rep_PAXON	397	8
rep_PASTOR	395	8
rep_PASCRELL	394	8
rep_PEASE	399	8
INTERFAITH WORKER JUSTICE	2308	8
TEVA PHARMACEUTICALS	4721	8
INTERFAITH ALLIANCE	2306	8
rep_NYE	3749	8
NOKIA	3745	8
rep_HUTCHINSON	245	8
rep_HUTCHINSON	244	8
rep_HENRY HYDE	247	8
rep_KAY HUTCHISON	246	8
rep_STENY HOYER	241	8
rep_HOUGHTON	240	8
rep_HUNTER	243	8
rep_HULSHOF	242	8
rep_INGLIS	249	8
rep_BEAN	2271	8
STEEL MANUFACTURERS ASSOCIATION	12004	8
ALUMINUM ASSOCIATION	12003	8
AMERICAN PSYCHIATRIC NURSES ASSOCIATION	12000	8
JAPANESE AMERICAN CITIZENS LEAGUE	2450	8
rep_FRIST	179	8
rep_FRELINGHUYSEN	178	8
rep_FRANKS	177	8
rep_JON FOX	175	8
rep_FOWLER	174	8
rep_FOSSELLA	173	8
rep_WENDELL FORD	172	8
rep_HAROLD FORD	171	8
rep_MICHAEL FORBES	170	8
rep_MURPHY	2053	8
rep_MURKOWSKI	2052	8
HASBRO	2055	8
HARVARD UNIVERSITY	2054	8
HAWAII CONGRESSIONAL DELEGATION	2057	8
rep_MUSGRAVE	2056	8
SOUTH ASIAN AMERICANS LEADING TOGETHER	4537	8
TROUT UNLIMITED	4821	8
HUMAN RESOURCE MANAGEMENT	11623	8
ROCKEFELLER FOUNDATION	11627	8
MATTHEW SHEPARD FOUNDATION	12132	8
NATIONAL 4-H COUNCIL	12130	8
SALVATION ARMY	9332	8
NATIONAL SCHOOL BOARDS ASSOCIATION	3526	8
NATIONAL SECURITY ARCHIVE	3527	8
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION	3520	8
rep_DRIEHAUS	3521	8
rep_OSBORNE	1508	8
NATIONAL SENIOR CITIZENS LAW CENTER	3528	8
NATIONAL SHERIFFS ASSOCIATION	3529	8
rep_KELLY	270	8
NATIONAL BAPTIST CONVENTION	6215	8
ALLIANCE DEFENSE FUND	12225	8
THE WILDLIFE SOCIETY	12222	8
JEWISH LABOR COMMITTEE	6211	8
LOMA LINDA UNIVERSITY	2698	8
LOG CABIN REPUBLICANS	2697	8
LOCKHEED MARTIN	2696	8
rep_SALAZAR	2695	8
rep_SALAZAR	2694	8
GLOBAL WITNESS	1975	8
GLOBAL EXCHANGE	1971	8
rep_HILDA SOLIS	1606	8
PATHFINDER INTERNATIONAL	10570	8
POPULATION SERVICES INTERNATIONAL	10573	8
rep_RICHARDSON	3231	8
rep_CAROLYN KILPATRICK	1969	8
rep_SULLIVAN	1618	8
EASTMAN KODAK	1619	8
TOURETTE SYNDROME ASSOCIATION	10081	8
rep_STABENOW	1610	8
rep_BUCHANAN	2870	8
NATIONAL EMPLOYMENT LAW PROJECT	3355	8
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION	3354	8
rep_WITTMAN	3356	8
rep_WHITEHOUSE	3350	8
rep_WICKER	3352	8
STANFORD UNIVERSITY	7663	8
NATIONAL EMPLOYMENT LAWYERS ASSOCIATION	3358	8
rep_CARDOZA	1768	8
rep_DEAN BARKLEY	1142	8
rep_COLLINS	1788	8
CHRISTIAN LEGAL SOCIETY	1144	8
rep_REHBERG	1543	8
BARCLAYS	695	8
rep_WELDON	542	8
rep_WELDON	543	8
rep_J WATTS	540	8
rep_WEYGAND	547	8
rep_WELLER	544	8
rep_WELLSTONE	545	8
rep_WHITFIELD	549	8
rep_ELLISON	2969	8
rep_BAKER	13	8
UNITED STATES NUCLEAR REGULATORY COMMISSION	8539	8
rep_COLE	1786	8
AMERICAN OPTOMETRIC ASSOCIATION	7445	8
AMERICAN VETERINARY MEDICAL ASSOCIATION	7448	8
rep_QUINN	415	8
rep_RADANOVICH	417	8
CONSUMERS UNION	1388	8
rep_PRYCE	413	8
CONSUMER SPECIALTY PRODUCTS ASSOCIATION	1385	8
rep_RAMSTAD	419	8
rep_JAMES JEFFORDS	1383	8
rep_SCHRADER	3823	8
rep_SCHOCK	3822	8
OCEAN CONSERVANCY	3828	8
MINNESOTA	8445	8
MOTHERS AGAINST DRUNK DRIVING	8441	8
REPORTERS WITHOUT BORDERS	4287	8
RENSSELAER POLYTECHNIC INSTITUTE	4284	8
REPUBLICAN NATIONAL COMMITTEE	4288	8
NATIONAL CLUB ASSOCIATION	12142	8
rep_MURRAY	368	8
rep_JOHN MURTHA	369	8
rep_DANIEL MOYNIHAN	366	8
rep_FRANK MURKOWSKI	367	8
rep_MORELLA	365	8
rep_ALAN MOLLOHAN	362	8
rep_PATSY MINK	360	8
rep_MOAKLEY	361	8
YAHOO INC	5274	8
YALE LAW SCHOOL	5276	8
rep_CHARLES NORWOOD	380	8
rep_NUSSLE	381	8
rep_JAMES OBERSTAR	383	8
rep_JOHN OLVER	385	8
rep_SOLOMON ORTIZ	386	8
rep_MAJOR OWENS	387	8
FAMILY RESEARCH COUNCIL	1770	8
HURT	10980	8
NORTHERN ILLINOIS UNIVERSITY	9966	8
OHIO UNIVERSITY	9967	8
MIAMI UNIVERSITY	9961	8
MICHIGAN STATE UNIVERSITY	9962	8
OHIO STATE UNIVERSITY	9968	8
PURDUE UNIVERSITY	9969	8
rep_OLSON	3752	8
rep_OWENS	3755	8
rep_CHANDLER	1778	8
rep_JAMES TALENT	2190	8
rep_JENKINS	258	8
STOP CHILD PREDATORS	4630	8
rep_TAYLOR	2196	8
rep_THOMAS	2198	8
rep_JAMES INHOFE	250	8
rep_DANIEL INOUYE	251	8
rep_WILLIAM JEFFERSON	256	8
rep_JAMES JEFFORDS	257	8
rep_JACKSON LEE	254	8
ILLINOIS POLICY INSTITUTE	2200	8
rep_MICHAEL TURNER	2209	8
PRUDENTIAL	6689	8
rep_FORTENBERRY	2428	8
rep_FORTUNO	2429	8
NATIONAL HEMOPHILIA FOUNDATION	9509	8
NATIONAL CHILD SUPPORT ENFORCEMENT ASSOCIATION	9502	8
WESTERN GOVERNORS ASSOCIATION	9500	8
rep_MICHAEL FITZPATRICK	2424	8
rep_FOLEY	169	8
rep_HARRIS FAWELL	164	8
rep_FEINGOLD	166	8
EASTERN PARALYZED VETERANS ASSOCIATION	7846	8
rep_ENI FALEOMAVAEGA	161	8
rep_FATTAH	163	8
rep_CYNTHIA LUMMIS	3683	8
rep_BEN LUJAN	3682	8
SOJOURNERS	4525	8
rep_LUETKEMEYER	3680	8
rep_MAFFEI	3687	8
CARGILL	7997	8
KAISER FOUNDATION	2517	8
JUVENILE LAW CENTER	2512	8
LUNG CANCER ALLIANCE	2734	8
rep_MICHAEL SODREL	2735	8
LUCENT TECHNOLOGIES	2733	8
FEDERAL LABOR RELATIONS AUTHORITY	10162	8
NATIONAL SHOOTING SPORTS FOUNDATION	3530	8
NATIONAL SPINAL CORD INJURY ASSOCIATION	3532	8
MISSISSIPPI	9182	8
NATIONAL TREASURY EMPLOYEES UNION	3537	8
NATIONAL URBAN LEAGUE	3539	8
NEW ENGLAND FUEL INSTITUTE	10364	8
POLICE FOUNDATION	10361	8
VISA INC	5051	8
rep_DEAL	1817	8
rep_WALDEN	1093	8
FINANCIAL SERVICES ROUNDTABLE	1818	8
DEMOCRATIC GOVERNORS ASSOCIATION	10763	8
AMERICAN FARM BUREAU FEDERATION 	12210	8
ACCORD	10508	8
CATHOLIC CONFERENCE	9764	8
INTERNATIONAL WOMENS HEALTH COALITION	10501	8
ALAN GUTTMACHER INSTITUTE	10500	8
NATIONAL FAMILY PLANNING & REPRODUCTIVE HEALTH ASSOCIATION	10504	8
rep_KOLBE	1979	8
rep_KNOLLENBERG	1977	8
rep_KLINE	1976	8
CALIFORNIA COASTAL COMMISSION	9298	8
GLOBAL RIGHTS	1974	8
DUKE UNIVERSITY	1607	8
URBAN JUSTICE CENTER	4957	8
MEDICARE RIGHTS CENTER	2846	8
rep_ENGLISH	1849	8
MEDICAL DEVICE MANUFACTURERS ASSOCIATION	2842	8
rep_BILIRAKIS	2840	8
